Geo_Code,Prov_Name,Topic,Untrimmed Characteristic,Characteristic,Note,Total,Male,Female
61,Northwest Territories,Family characteristics by child age,   25 years and over,25 years and over,,1155,,
61,Northwest Territories,Household and dwelling characteristics,      Living with relatives,Living with relatives,,1340,675,665
61,Northwest Territories,Household and dwelling characteristics,      Living with non-relatives only,Living with non-relatives only,,1930,1105,825
61,Northwest Territories,Household and dwelling characteristics,      Living alone,Living alone,,3475,1965,1510
61,Northwest Territories,Household and dwelling characteristics for persons aged 65 years and over,      Living with relatives,Living with relatives,,185,55,125
61,Northwest Territories,Household and dwelling characteristics for persons aged 65 years and over,      Living with non-relatives only,Living with non-relatives only,,40,20,20
61,Northwest Territories,Household and dwelling characteristics for persons aged 65 years and over,      Living alone,Living alone,,625,290,340
61,Northwest Territories,Private dwellings by structural type,   Single-detached house,Single-detached house,,8585,,
61,Northwest Territories,Private dwellings by structural type,"   Apartment, building that has five or more storeys","Apartment, building that has five or more storeys",,215,,
61,Northwest Territories,Private dwellings by structural type,   Movable dwelling,Movable dwelling,,470,,
61,Northwest Territories,Private dwellings by structural type,   Other dwelling,Other dwelling,,5430,,
61,Northwest Territories,Private dwellings by structural type,      Semi-detached house,Semi-detached house,,845,,
61,Northwest Territories,Private dwellings by structural type,      Row house,Row house,,1620,,
61,Northwest Territories,Private dwellings by structural type,"      Apartment, duplex","Apartment, duplex",,210,,
61,Northwest Territories,Private dwellings by structural type,"      Apartment, building that has fewer than five storeys","Apartment, building that has fewer than five storeys",,2385,,
61,Northwest Territories,Private dwellings by structural type,      Other single-attached house,Other single-attached house,,370,,
61,Northwest Territories,Private households by household size,   1 person,1 person,,3475,,
61,Northwest Territories,Private households by household size,   2 persons,2 persons,,4240,,
61,Northwest Territories,Private households by household size,   3 persons,3 persons,,2660,,
61,Northwest Territories,Private households by household size,   4 persons,4 persons,,2325,,
61,Northwest Territories,Private households by household size,   5 persons,5 persons,,1175,,
61,Northwest Territories,Private households by household size,   6 or more persons,6 or more persons,,830,,
61,Northwest Territories,Detailed mother tongue,English,English,,31375,16000,15375
61,Northwest Territories,Detailed mother tongue,French,French,,1075,580,500
61,Northwest Territories,Detailed mother tongue,Atikamekw,Atikamekw,,0,0,0
61,Northwest Territories,Detailed mother tongue,"Cree, n.o.s.","Cree, n.o.s.",,135,60,75
61,Northwest Territories,Detailed mother tongue,Dene,Dene,,450,245,205
61,Northwest Territories,Detailed mother tongue,Innu/Montagnais,Innu/Montagnais,,0,0,0
61,Northwest Territories,Detailed mother tongue,Inuktitut,Inuktitut,,190,70,120
61,Northwest Territories,Detailed mother tongue,Mi'kmaq,Mi'kmaq,,0,0,0
61,Northwest Territories,Detailed mother tongue,Ojibway,Ojibway,,10,5,5
61,Northwest Territories,Detailed mother tongue,Oji-Cree,Oji-Cree,,0,0,0
61,Northwest Territories,Detailed mother tongue,Stoney,Stoney,,0,0,0
61,Northwest Territories,Detailed mother tongue,"African languages, n.i.e.","African languages, n.i.e.",,0,0,5
61,Northwest Territories,Detailed mother tongue,Afrikaans,Afrikaans,,5,0,5
61,Northwest Territories,Detailed mother tongue,Akan (Twi),Akan (Twi),,10,5,5
61,Northwest Territories,Detailed mother tongue,Albanian,Albanian,,5,5,0
61,Northwest Territories,Detailed mother tongue,Amharic,Amharic,,10,5,5
61,Northwest Territories,Detailed mother tongue,Arabic,Arabic,,150,100,55
61,Northwest Territories,Detailed mother tongue,Armenian,Armenian,,75,35,40
61,Northwest Territories,Detailed mother tongue,"Bantu languages, n.i.e.","Bantu languages, n.i.e.",,30,20,15
61,Northwest Territories,Detailed mother tongue,Bengali,Bengali,,35,20,15
61,Northwest Territories,Detailed mother tongue,Berber languages (Kabyle),Berber languages (Kabyle),,0,0,0
61,Northwest Territories,Detailed mother tongue,Bisayan languages,Bisayan languages,,70,25,45
61,Northwest Territories,Detailed mother tongue,Bosnian,Bosnian,,5,5,5
61,Northwest Territories,Detailed mother tongue,Bulgarian,Bulgarian,,10,0,5
61,Northwest Territories,Detailed mother tongue,Burmese,Burmese,,0,0,0
61,Northwest Territories,Detailed mother tongue,Cantonese,Cantonese,,85,45,40
61,Northwest Territories,Detailed mother tongue,"Chinese, n.o.s.","Chinese, n.o.s.",,110,55,55
61,Northwest Territories,Detailed mother tongue,Creoles,Creoles,,40,15,25
61,Northwest Territories,Detailed mother tongue,Croatian,Croatian,,20,10,10
61,Northwest Territories,Detailed mother tongue,Czech,Czech,,10,5,5
61,Northwest Territories,Detailed mother tongue,Danish,Danish,,10,5,5
61,Northwest Territories,Detailed mother tongue,Dutch,Dutch,,50,30,25
61,Northwest Territories,Detailed mother tongue,Estonian,Estonian,,0,0,0
61,Northwest Territories,Detailed mother tongue,Finnish,Finnish,,10,5,5
61,Northwest Territories,Detailed mother tongue,Flemish,Flemish,,5,0,0
61,Northwest Territories,Detailed mother tongue,Fukien,Fukien,,0,0,0
61,Northwest Territories,Detailed mother tongue,German,German,,185,100,85
61,Northwest Territories,Detailed mother tongue,Greek,Greek,,10,10,5
61,Northwest Territories,Detailed mother tongue,Gujarati,Gujarati,,10,5,5
61,Northwest Territories,Detailed mother tongue,Hakka,Hakka,,0,0,0
61,Northwest Territories,Detailed mother tongue,Hebrew,Hebrew,,0,0,0
61,Northwest Territories,Detailed mother tongue,Hindi,Hindi,,25,15,10
61,Northwest Territories,Detailed mother tongue,Hungarian,Hungarian,,25,15,10
61,Northwest Territories,Detailed mother tongue,Ilocano,Ilocano,,45,20,25
61,Northwest Territories,Detailed mother tongue,"Indo-Iranian languages, n.i.e.","Indo-Iranian languages, n.i.e.",,5,0,0
61,Northwest Territories,Detailed mother tongue,Italian,Italian,,45,25,20
61,Northwest Territories,Detailed mother tongue,Japanese,Japanese,,30,10,20
61,Northwest Territories,Detailed mother tongue,Khmer (Cambodian),Khmer (Cambodian),,0,0,0
61,Northwest Territories,Detailed mother tongue,Korean,Korean,,15,5,5
61,Northwest Territories,Detailed mother tongue,Kurdish,Kurdish,,0,0,0
61,Northwest Territories,Detailed mother tongue,Lao,Lao,,5,0,0
61,Northwest Territories,Detailed mother tongue,Latvian,Latvian,,0,0,0
61,Northwest Territories,Detailed mother tongue,Lingala,Lingala,,0,0,0
61,Northwest Territories,Detailed mother tongue,Lithuanian,Lithuanian,,0,0,0
61,Northwest Territories,Detailed mother tongue,Macedonian,Macedonian,,5,5,5
61,Northwest Territories,Detailed mother tongue,Malay,Malay,,5,0,0
61,Northwest Territories,Detailed mother tongue,Malayalam,Malayalam,,15,5,5
61,Northwest Territories,Detailed mother tongue,Maltese,Maltese,,0,0,0
61,Northwest Territories,Detailed mother tongue,Mandarin,Mandarin,,35,15,20
61,Northwest Territories,Detailed mother tongue,Marathi,Marathi,,0,0,0
61,Northwest Territories,Detailed mother tongue,Nepali,Nepali,,20,10,10
61,Northwest Territories,Detailed mother tongue,"Niger-Congo languages, n.i.e.","Niger-Congo languages, n.i.e.",,5,0,0
61,Northwest Territories,Detailed mother tongue,Norwegian,Norwegian,,5,0,0
61,Northwest Territories,Detailed mother tongue,Oromo,Oromo,,15,5,5
61,Northwest Territories,Detailed mother tongue,Panjabi (Punjabi),Panjabi (Punjabi),,30,15,15
61,Northwest Territories,Detailed mother tongue,Pashto,Pashto,,0,0,0
61,Northwest Territories,Detailed mother tongue,Persian (Farsi),Persian (Farsi),,20,10,10
61,Northwest Territories,Detailed mother tongue,Polish,Polish,,30,15,20
61,Northwest Territories,Detailed mother tongue,Portuguese,Portuguese,,20,10,15
61,Northwest Territories,Detailed mother tongue,Romanian,Romanian,,20,10,10
61,Northwest Territories,Detailed mother tongue,Rundi (Kirundi),Rundi (Kirundi),,0,0,0
61,Northwest Territories,Detailed mother tongue,Russian,Russian,,40,15,25
61,Northwest Territories,Detailed mother tongue,Rwanda (Kinyarwanda),Rwanda (Kinyarwanda),,5,0,0
61,Northwest Territories,Detailed mother tongue,"Semitic languages, n.i.e.","Semitic languages, n.i.e.",,0,0,0
61,Northwest Territories,Detailed mother tongue,Serbian,Serbian,,15,5,10
61,Northwest Territories,Detailed mother tongue,Serbo-Croatian,Serbo-Croatian,,5,0,0
61,Northwest Territories,Detailed mother tongue,Shanghainese,Shanghainese,,0,0,0
61,Northwest Territories,Detailed mother tongue,"Sign languages, n.i.e.","Sign languages, n.i.e.",,0,5,0
61,Northwest Territories,Detailed mother tongue,Sindhi,Sindhi,,0,5,0
61,Northwest Territories,Detailed mother tongue,Sinhala (Sinhalese),Sinhala (Sinhalese),,0,0,0
61,Northwest Territories,Detailed mother tongue,"Sino-Tibetan languages, n.i.e.","Sino-Tibetan languages, n.i.e.",,5,0,0
61,Northwest Territories,Detailed mother tongue,"Slavic languages, n.i.e.","Slavic languages, n.i.e.",,5,5,0
61,Northwest Territories,Detailed mother tongue,Slovak,Slovak,,15,5,10
61,Northwest Territories,Detailed mother tongue,Slovenian,Slovenian,,5,0,5
61,Northwest Territories,Detailed mother tongue,Somali,Somali,,40,30,5
61,Northwest Territories,Detailed mother tongue,Spanish,Spanish,,90,40,55
61,Northwest Territories,Detailed mother tongue,Swahili,Swahili,,10,5,5
61,Northwest Territories,Detailed mother tongue,Swedish,Swedish,,5,0,5
61,Northwest Territories,Detailed mother tongue,"Tagalog (Pilipino, Filipino)","Tagalog (Pilipino, Filipino)",,545,205,340
61,Northwest Territories,Detailed mother tongue,Taiwanese,Taiwanese,,0,0,0
61,Northwest Territories,Detailed mother tongue,Tamil,Tamil,,25,10,15
61,Northwest Territories,Detailed mother tongue,Telugu,Telugu,,10,5,5
61,Northwest Territories,Detailed mother tongue,Thai,Thai,,0,0,5
61,Northwest Territories,Detailed mother tongue,Tibetan languages,Tibetan languages,,0,0,0
61,Northwest Territories,Detailed mother tongue,Tigrigna,Tigrigna,,10,10,0
61,Northwest Territories,Detailed mother tongue,Turkish,Turkish,,15,5,10
61,Northwest Territories,Detailed mother tongue,Ukrainian,Ukrainian,,45,30,20
61,Northwest Territories,Detailed mother tongue,Urdu,Urdu,,30,20,10
61,Northwest Territories,Detailed mother tongue,Vietnamese,Vietnamese,,155,75,80
61,Northwest Territories,Detailed mother tongue,Yiddish,Yiddish,,0,0,0
61,Northwest Territories,Detailed mother tongue,Other languages,Other languages,,4800,2360,2440
61,Northwest Territories,Detailed mother tongue,English and French,English and French,,75,35,35
61,Northwest Territories,Detailed mother tongue,English and non-official language,English and non-official language,,450,215,235
61,Northwest Territories,Detailed mother tongue,French and non-official language,French and non-official language,,15,5,10
61,Northwest Territories,Detailed mother tongue,"English, French and non-official language","English, French and non-official language",,5,0,0
,,,,,,,,
61,Northwest Territories,Knowledge of official languages,English only,English only,,37040,18900,18140
61,Northwest Territories,Knowledge of official languages,French only,French only,,45,20,25
61,Northwest Territories,Knowledge of official languages,English and French,English and French,,3715,1760,1955
61,Northwest Territories,Knowledge of official languages,Neither English nor French,Neither English nor French,,235,95,140
61,Northwest Territories,First official language spoken,First official language spoken - Total population excluding institutional residents,First official language spoken - Total population excluding institutional residents,,41040,20780,20255
61,Northwest Territories,First official language spoken,English,English,,39680,20090,19590
61,Northwest Territories,First official language spoken,French,French,,1030,550,475
61,Northwest Territories,First official language spoken,English and French,English and French,,100,45,55
61,Northwest Territories,First official language spoken,Neither English nor French,Neither English nor French,,225,95,130
61,Northwest Territories,First official language spoken,Official language minority (number),Official language minority (number),,1080,575,505
61,Northwest Territories,First official language spoken,Official language minority (percentage),Official language minority (percentage),,2.6,2.8,2.5
61,Northwest Territories,Detailed language spoken most often at home,English,English,,36485,18495,17990
61,Northwest Territories,Detailed language spoken most often at home,French,French,,550,290,265
61,Northwest Territories,Detailed language spoken most often at home,Atikamekw,Atikamekw,,0,0,0
61,Northwest Territories,Detailed language spoken most often at home,"Cree, n.o.s.","Cree, n.o.s.",,15,10,10
61,Northwest Territories,Detailed language spoken most often at home,Dene,Dene,,170,95,70
61,Northwest Territories,Detailed language spoken most often at home,Innu/Montagnais,Innu/Montagnais,,0,0,0
61,Northwest Territories,Detailed language spoken most often at home,Inuktitut,Inuktitut,,45,20,30
61,Northwest Territories,Detailed language spoken most often at home,Mi'kmaq,Mi'kmaq,,0,0,0
61,Northwest Territories,Detailed language spoken most often at home,Ojibway,Ojibway,,5,5,0
61,Northwest Territories,Detailed language spoken most often at home,Oji-Cree,Oji-Cree,,0,0,0
61,Northwest Territories,Detailed language spoken most often at home,Stoney,Stoney,,0,0,0
61,Northwest Territories,Detailed language spoken most often at home,"African languages, n.i.e.","African languages, n.i.e.",,0,0,0
61,Northwest Territories,Detailed language spoken most often at home,Afrikaans,Afrikaans,,0,0,0
61,Northwest Territories,Detailed language spoken most often at home,Akan (Twi),Akan (Twi),,5,0,5
61,Northwest Territories,Detailed language spoken most often at home,Albanian,Albanian,,0,5,0
61,Northwest Territories,Detailed language spoken most often at home,Amharic,Amharic,,10,5,5
61,Northwest Territories,Detailed language spoken most often at home,Arabic,Arabic,,100,55,45
61,Northwest Territories,Detailed language spoken most often at home,Armenian,Armenian,,50,20,25
61,Northwest Territories,Detailed language spoken most often at home,"Bantu languages, n.i.e.","Bantu languages, n.i.e.",,5,5,5
61,Northwest Territories,Detailed language spoken most often at home,Bengali,Bengali,,25,15,10
61,Northwest Territories,Detailed language spoken most often at home,Berber languages (Kabyle),Berber languages (Kabyle),,0,0,0
61,Northwest Territories,Detailed language spoken most often at home,Bisayan languages,Bisayan languages,,25,15,15
